first second opt dist central
11100111010011010001110100100011000 11101100011101001101000011011000100 22 22 25
11100101010100111110000011010011000 11101010100101001111001101000100100 20 20 22
11100110100110100100111010011000100 11110110001010011110001000101101000 19 19 23
11101001010011001111110000100010100 11010100111010011000111100011100000 19 19 25
11100011010111010001001100101010100 11011111000010011100110110001001000 21 21 26
11110010011011011000011101000100100 10111100111000110110001000110011000 21 22 24
11111000110010101001010011001011000 11010100110101001111000100111000100 19 19 25
11100110001101001110100110010010100 11101100101000111001101001001101000 20 20 27
11100111011010001100011000110110000 11110100011011000011100110010011000 20 20 25
11111001101100000101001110010011000 11011100001110010011011100001110000 19 19 26
11101110011100001110000010101011000 11110010011001001110101001010100100 20 20 26
11110001011000111100110100011000100 11011101100011110000001011010101000 22 22 24
11010101001111001110000110001100100 11100110010101001110110010101001000 19 19 23
11100111000111001100011001001101000 11110100100101001100111010101000100 18 18 24
11101001101111010100011000101100000 11111100100101000100110100101100100 20 20 25
11100111101100010001101110010001000 11011101100101000101100100110100100 21 21 25
11101001001111001100101011000100100 11100111001010111100100100001101000 20 20 22
11101001111001100001100101001100100 11001111110000101100011110001100000 22 22 25
11101011101000110001001100101110000 11011001011000101111100001011000100 21 22 26
11110011001001011101010000111000100 11110110001011001001101001110001000 19 19 25
11010100111101101010100010010010100 11110001011001001101101001001110000 20 20 23
11110011101001101001001001001101000 11110100101101000101001110101000100 20 20 25
11111101010001001100110100011001000 11001111101010001011001011000010100 21 22 25
11110011100010011100001011100110000 11110100110100110001110011000011000 20 20 25
11001100110110110001100011011010000 11010110100011101101100010001011000 21 21 24
11111110001000111100010001100010100 11010100110011011000110100111100000 18 18 24
11110011010000111010100111001001000 11011111000101100100110100010110000 20 20 25
11111001100100110110000111100000100 11101111000010001110011000101101000 21 21 26
11101010011111010010001010100100100 11110011010010110001111000010011000 18 18 22
11101100110011100110001001100110000 11111001010100100110100110010011000 22 22 25
11111010000100111001110010010010100 11111110010101001001001010110001000 17 17 23
11100010111011001100010011001011000 11101110010001110010010110011000100 22 22 25
11010011101001001101100011001100100 11110101000111010100011000110011000 20 20 27
11110010010011100100111110010010000 11110100111001100001001010101010100 19 19 25
11101011100010010011001010111000100 11110100100111010010101010001110000 19 19 24
11010011100111100010100111001100000 11011111010010010010101001110010000 18 18 25
11101100001101001011101001101001000 11100101100100111011001010001100100 21 21 25
11110010100111000110110100110000100 11101110001001101100001100111001000 24 25 26
11100100110111110001001000110011000 11101001100101010011100011110010000 19 20 24
11011111000101000100110011110001000 11110001001111011100010101001000100 22 23 25
10110110001101010011110100100110000 11010011110110011001100001011000100 21 22 25
11010011100011111010001001100101000 11001110011010010100101110011100000 19 19 25
11110011001010100110100111100010000 11110100001100111001010011101000100 20 21 25
11011100110000111011001001011000100 11011010010111001000110110110001000 20 20 24
11101010101001101000101101010100100 11110001110010100101010011010011000 17 17 24
11110011000110010011100100110010100 11101100110001111001001001010110000 21 22 25
11111000011100110001001101100101000 11101101000100111010011010010010100 21 21 26
11010111000110001101110010001100100 11011100110000111010010011100101000 19 19 25
10110110011000111010001100110011000 11001011101011001111001100010010000 20 23 21
11100111100001110100001110010010100 11101111000100010111101000001101000 19 19 24
11100011101011001001001100111000100 11011000111001001110011001001101000 21 21 26
11101010011100010011101001100100100 11111001010011010010011010010011000 20 20 26
10111101001001011010001110110100000 11101010100011101001011100001011000 20 20 25
10111001010011110100111010001000100 11110010011011110001001011000011000 22 23 25
11101110001001101110000111001000100 11110010001110001110010011100110000 22 22 27
11111010010001110100011000110110000 11100100110110010100111010110001000 18 18 22
11010101001111011001001001010010100 11111101000111100000010100111010000 18 19 24
11101110010001011010010011011010000 11100110001111000010110110010011000 19 20 24
11100100111010010110010100111000100 11111010010100101100010101001110000 18 18 24
11110101011001100001011001001011000 11010100111110001111010010100010000 20 21 24
10111101001001001101011000110011000 11110100100011101001001111000110000 19 19 25
11010011011100011110001100010011000 11111001000110001101001101001100100 22 22 26
11110110010110001010010110010011000 11110010111001010001111100000100100 20 20 24
11101010100100111101000110010011000 11111001001110011000110000110100100 20 20 26
11101011011000011001111001001001000 11101000111011000100111001001100100 24 24 26
11011110011001000111001101000101000 11110010011001110100100011100010100 24 25 26
10111100101010011011000100111001000 11110010101100110001100101001110000 20 20 25
11100101100111010000111100100100100 11011111010011110100010001100100000 20 20 22
11001110101010010011010101001100100 11101010001101010100111100011100000 19 19 23
11101001011110001001101010010010100 11111100110000110001110001001101000 17 17 23
11111101000011100001001110010100100 11110011100100011101000101011001000 18 18 25
11010110100011011001100011001100100 11001111001011010010010100110101000 20 20 25
11110101010100010110001011010011000 11011101101001001110001101010010000 20 20 24
10111110001001010011010100111100000 11110011001101100001100011001100100 17 17 22
11111001101100001100110010001110000 10111110010101000111100010100010100 19 19 24
11101100110010011000111100010011000 11100110011001001110001110001110000 19 20 25
11010111010000111001100011010010100 11111000010111110001000110100101000 21 21 25
11001111000101001011100110001101000 11110100110010011110001100101100000 22 22 25
11101100010110001111110000101010000 11111000101100011100011100110001000 17 17 23
11001110001110011101000110001100100 11011101010100010110101000111001000 21 21 24
11101100011100011100010101001101000 11111100101000110000110110011000100 19 20 24
10111111001001101100001100100010100 11001110101000111000111101001001000 19 19 23
11110111001000110001110001110001000 11001110010101110110100010010110000 20 20 22
10111001110001101100101000110110000 11100011011101101000100011010011000 18 18 24
11110010011110001001110010100100100 11111011100000100100111101100100000 19 19 25
11111011000110010011010010001100100 11111000111000010011101010110001000 21 21 26
11111100100100111010001001011010000 11111101001001100001001111000011000 20 20 26
11101011000111011010100001010011000 11100101111100100100101001001110000 19 19 24
11111111001000010010110010010010100 10111111001100001011100001010110000 21 22 26
11101001011010011000111001100011000 11100111000101001110001110001100100 19 19 24
10101111000010110011110001001011000 11110100011101010010011011000100100 21 22 26
11110110010100110010011110000011000 11110001001111100100110010001110000 19 19 25
11110101001101001001110110010001000 11110001010011110010001100110010100 21 21 25
10111001100011111000100110010100100 11111100001101001000110011001011000 21 21 25
11101010011111001100000100101110000 11100110100101101010011001010010100 18 18 24
11101100101100011101100010010101000 10110101101010100011110001101000100 21 21 25
11101100011101000101101101100001000 11100110001101110000110011101000100 22 23 26
10111110100001110101011000100110000 11100111110100100100001100111000100 22 23 25
10111111001001010011010000111000100 11100100111000111101001001100110000 21 21 26
11011000111010100111010001100011000 11100110101001010100111101000100100 20 20 23
11111010010111000010001010111001000 11100110001110110110010010100100100 22 24 26
11110110010011000011010111000100100 11010100111001011000111111000001000 19 19 22
10111001111110001100000101001100100 11110101000100111001001101010011000 19 19 25
11101100110100101000101110011000100 11110001111100111010000100100101000 20 21 23
11111101010001010001010100101100100 11111000101100011100100011010011000 18 18 26
11010011110010011010110001010011000 11111001100010110010011101001010000 21 21 25
11111001000011010011001110100101000 11101001011100100101110110000010100 19 20 25
11011001111001100100001111000011000 11110111010001010010110001100100100 19 19 24
11111011100010100000111001001101000 11100111101000011011000100110100100 19 19 25
11010101010100111101010011000011000 11001111000101001110010011100100100 18 18 22
11110100011001001011110010010110000 11101011100010011110000110100010100 22 22 24
11110100110101000101001111010001000 11111100100100101010011000110010100 18 18 25
11110001100100110101101000110010100 11011101001110001010100110100101000 21 21 25
11111000101111000110001000110100100 11101111010000110001001110011001000 19 20 26
11101111001100010101001101010010000 11110010011100101001100100110010100 21 21 26
11111000100101011001001011001110000 11010100111001110101001010011000100 19 19 25
11110101001011000011010100110100100 11100011101110001110010001001101000 20 20 25
10111010110001101000101110010011000 11011100010100101110011110000100100 19 19 24
11100111000011001110100110010100100 11011110010010011010010011100011000 20 20 25
11100011010011011111100000001100100 11110110011001000011100110011001000 19 19 22
11101100100100111001100010110011000 11111100011101001111100001000010000 20 21 25
11110001010010111001001011110000100 11011110001010001111010100011001000 20 20 25
10111110010110001110000110011100000 11100111100101100010100011001100100 20 20 25
10111100100110001111001001010010100 11001111001001110001001110001110000 20 20 25
11101010010110001111001001100110000 11111010011110001100001011001001000 19 19 24
11100111001001101010001010110100100 11111011000101001001110010010011000 19 19 26
11010011110010100111110000010010100 11100110001110011100001100110101000 17 17 24
11110111000011000101001100111000100 11100100111001110011001001001110000 20 20 26
